Date,Adj Close,Close,High,Low,Open,Volume,SMA50,SMA200,SMA_Signal,RSI,RSI_Signal,MACD,Signal_Line,MACD_Hist,MACD_Signal,BB_Mid,BB_Std,BB_Upper,BB_Lower,BB_Signal,Bullish_Count,Bearish_Count,Bullish_Sum_30,Bearish_Sum_30,Price_Change_30,Price_Label,SELL_Prob,BUY_Prob
2020-10-15,77.495849609375,77.95649719238281,78.7552490234375,77.25150299072266,77.35749816894531,30800000,76.55889007568359,70.85632625579834,1,71.31862370787412,-1.5,0.42972814509374757,-0.33068490493809755,0.7604130500318451,1,74.16492462158203,2.424831085356021,79.01458679229407,69.31526245087,0,0.5,-1.5,12.0,50.0,11.7030029296875,1,0.43914003082137054,0.5608599691786295
2020-10-16,78.18576049804688,78.65049743652344,79.05650329589844,78.1500015258789,78.2925033569336,28694000,76.63180007934571,70.90773624420166,1,70.69705106320546,-1.5,0.6019911252602128,-0.14414969889843549,0.7461408241586482,1,74.44747467041016,2.6044674183739174,79.65640950715799,69.23853983366233,0,0.5,-1.5,11.5,47.5,9.386505126953125,1,0.4243349828585604,0.5756650171414396
2020-10-19,76.277099609375,76.73049926757812,79.40750122070312,76.4000015258789,79.02300262451172,32142000,76.67192001342774,70.95122375488282,1,61.03894629447959,0.0,0.5769324537909029,6.673163943218818e-05,0.5768657221514707,1,74.70609970092774,2.5588561557066742,79.82381201234108,69.5883873895144,0,2.0,0.0,12.5,46.5,13.17449951171875,1,0.42272263468677296,0.577277365313227
2020-10-20,77.33679962158203,77.79650115966797,78.875,76.28350067138672,76.35250091552734,44834000,76.73175003051757,70.99165374755859,1,63.62830511185495,0.0,0.6357620506834678,0.12720579544823932,0.5085562552352285,1,74.93227462768554,2.624588826767211,80.18145228121996,69.68309697415113,0,2.0,0.0,14.5,44.5,13.600997924804688,1,0.41950290533607126,0.5804970946639287
2020-10-21,79.19475555419922,79.66549682617188,80.9365005493164,78.58149719238281,78.66649627685547,51366000,76.84473999023437,71.04164623260498,1,65.46966859890213,0.0,0.823702135027716,0.2665050633641347,0.5571970716635813,1,75.3775245666504,2.634943183840819,80.64741093433203,70.10763819896876,0,2.0,0.0,16.5,42.5,11.673004150390625,1,0.41629001495150986,0.5837099850484901
2020-10-22,80.28925323486328,80.7665023803711,81.09950256347656,79.25,79.65249633789062,28672000,76.95345001220703,71.09439872741699,1,74.2167379750675,-1.5,1.0493912238372332,0.4230822954587544,0.6263089283784787,1,75.84512481689453,2.7229829187243837,81.2910906543433,70.39915897944576,0,0.5,-1.5,17.0,39.0,10.63299560546875,1,0.4001174485087914,0.5998825514912086
2020-10-23,81.5651626586914,82.05000305175781,82.11799621582031,81.02549743652344,81.30349731445312,27516000,77.07600006103516,71.14969123840332,1,74.06221112018206,-1.5,1.3166418031138534,0.6017941969897742,0.7148476061240792,1,76.33522491455078,2.916697269607456,82.16861945376569,70.50183037533587,0,0.5,-1.5,17.5,35.5,8.923995971679688,1,0.3841596736108355,0.6158403263891645
2020-10-26,79.05259704589844,79.52249908447266,81.91200256347656,78.82499694824219,81.25050354003906,37066000,77.15872009277344,71.18987121582032,1,70.14792951189948,-1.5,1.309397447001686,0.7433148469921567,0.5660826000095294,1,76.65004997253418,2.9032147708321077,82.45647951419839,70.84362043086996,0,0.5,-1.5,18.0,32.0,11.404998779296875,1,0.3684474375532074,0.6315525624467926
2020-10-27,79.739013671875,80.21299743652344,80.34224700927734,79.13899993896484,79.78350067138672,24580000,77.245,71.23112869262695,1,70.74672930199749,-1.5,1.343882250815284,0.8634283277567822,0.48045392305850165,1,76.98737487792968,2.905786443041516,82.79894776401271,71.17580199184665,0,0.5,-1.5,18.5,28.5,8.993499755859375,1,0.3530094677949013,0.6469905322050987
2020-10-28,75.38291931152344,75.83100128173828,78.06749725341797,75.73100280761719,77.98699951171875,36680000,77.20302001953125,71.25256370544433,1,53.75210896394559,0.0,1.006024415235487,0.8919475452525232,0.11407686998296374,1,77.10492477416992,2.8021372251632455,82.7091992244964,71.50065032384343,0,2.0,0.0,20.5,26.5,12.935501098632812,1,0.34999878963492104,0.650001210365079
